0.000000000000000000e+00 0.000000000000000000e+00 3.322239507401954506e-01
0.000000000000000000e+00 2.000000000000000000e+00 3.570998173668269438e-01
0.000000000000000000e+00 4.000000000000000000e+00 3.744632575317035639e-01
0.000000000000000000e+00 6.000000000000000000e+00 3.832665163793219087e-01
0.000000000000000000e+00 8.000000000000000000e+00 3.847376748330157969e-01
0.000000000000000000e+00 1.000000000000000000e+01 3.812184821936143164e-01
0.000000000000000000e+00 1.200000000000000000e+01 3.751463603056034435e-01
0.000000000000000000e+00 1.400000000000000000e+01 3.684164797345158560e-01
0.000000000000000000e+00 1.600000000000000000e+01 3.621243022065928074e-01
0.000000000000000000e+00 1.800000000000000000e+01 3.566570372503879982e-01
0.000000000000000000e+00 2.000000000000000000e+01 3.519333129464007337e-01
0.000000000000000000e+00 2.200000000000000000e+01 3.476268850596690996e-01
0.000000000000000000e+00 2.400000000000000000e+01 3.433808378880061629e-01
0.000000000000000000e+00 2.600000000000000000e+01 3.389456888546265589e-01
0.000000000000000000e+00 2.800000000000000000e+01 3.342054293626747219e-01
0.000000000000000000e+00 3.000000000000000000e+01 3.291595926928826965e-01
0.000000000000000000e+00 3.200000000000000000e+01 3.238525469961500702e-01
0.000000000000000000e+00 3.400000000000000000e+01 3.182952892328522743e-01
0.000000000000000000e+00 3.600000000000000000e+01 3.124324249985486190e-01
0.000000000000000000e+00 3.800000000000000000e+01 3.061602071449838203e-01
0.000000000000000000e+00 4.000000000000000000e+01 2.993823676956930968e-01
0.000000000000000000e+00 4.200000000000000000e+01 2.920705315120469270e-01
0.000000000000000000e+00 4.400000000000000000e+01 2.842879872247135453e-01
0.000000000000000000e+00 4.600000000000000000e+01 2.761635738259327066e-01
0.000000000000000000e+00 4.800000000000000000e+01 2.678549662141840315e-01
0.000000000000000000e+00 5.000000000000000000e+01 2.595098714785689098e-01
0.000000000000000000e+00 5.200000000000000000e+01 2.512378689599749082e-01
0.000000000000000000e+00 5.400000000000000000e+01 2.430993891595435441e-01
0.000000000000000000e+00 5.600000000000000000e+01 2.351241314729002607e-01
0.000000000000000000e+00 5.800000000000000000e+01 2.273468769767705289e-01
0.000000000000000000e+00 6.000000000000000000e+01 2.198339590982341663e-01
0.000000000000000000e+00 6.200000000000000000e+01 2.126725415647225392e-01
0.000000000000000000e+00 6.400000000000000000e+01 2.059280821777691450e-01
0.000000000000000000e+00 6.600000000000000000e+01 1.995934832286608007e-01
0.000000000000000000e+00 6.800000000000000000e+01 1.935907640972467370e-01
0.000000000000000000e+00 7.000000000000000000e+01 1.878242218279750075e-01
0.000000000000000000e+00 7.200000000000000000e+01 1.821810566067321724e-01
0.000000000000000000e+00 7.400000000000000000e+01 1.765240500690324621e-01
0.000000000000000000e+00 7.600000000000000000e+01 1.707486915428664542e-01
0.000000000000000000e+00 7.800000000000000000e+01 1.648265750718270473e-01
0.000000000000000000e+00 8.000000000000000000e+01 1.588162605702843622e-01
0.000000000000000000e+00 8.200000000000000000e+01 1.528339180476048498e-01
0.000000000000000000e+00 8.400000000000000000e+01 1.470408319209966508e-01
0.000000000000000000e+00 8.600000000000000000e+01 1.416617635879175718e-01
0.000000000000000000e+00 8.800000000000000000e+01 1.369858341675207758e-01
0.000000000000000000e+00 9.000000000000000000e+01 1.333298217997214430e-01
0.000000000000000000e+00 9.200000000000000000e+01 1.310295179213597783e-01
0.000000000000000000e+00 9.400000000000000000e+01 1.303803576665724384e-01
0.000000000000000000e+00 9.600000000000000000e+01 1.315081034618010569e-01
0.000000000000000000e+00 9.800000000000000000e+01 1.343336494247282797e-01
0.000000000000000000e+00 1.000000000000000000e+02 1.386229107496543544e-01
0.000000000000000000e+00 1.020000000000000000e+02 1.440670525120474055e-01
0.000000000000000000e+00 1.040000000000000000e+02 1.503513322974585065e-01
0.000000000000000000e+00 1.060000000000000000e+02 1.571911101250544618e-01
0.000000000000000000e+00 1.080000000000000000e+02 1.643499402243036589e-01
0.000000000000000000e+00 1.100000000000000000e+02 1.716402406842756079e-01
0.000000000000000000e+00 1.120000000000000000e+02 1.789015338346058026e-01
0.000000000000000000e+00 1.140000000000000000e+02 1.859822146862261938e-01
0.000000000000000000e+00 1.160000000000000000e+02 1.927101767374030938e-01
0.000000000000000000e+00 1.180000000000000000e+02 1.989143697533065358e-01
0.000000000000000000e+00 1.200000000000000000e+02 2.044860881526505136e-01
0.000000000000000000e+00 1.220000000000000000e+02 2.093822503116852529e-01
0.000000000000000000e+00 1.240000000000000000e+02 2.136046682710952549e-01
0.000000000000000000e+00 1.260000000000000000e+02 2.171949380077206337e-01
0.000000000000000000e+00 1.280000000000000000e+02 2.202144179841865057e-01
0.000000000000000000e+00 1.300000000000000000e+02 2.227202574253681622e-01
0.000000000000000000e+00 1.320000000000000000e+02 2.247552694556952668e-01
0.000000000000000000e+00 1.340000000000000000e+02 2.263746661407070038e-01
0.000000000000000000e+00 1.360000000000000000e+02 2.276721500828378653e-01
0.000000000000000000e+00 1.380000000000000000e+02 2.287629208932399072e-01
0.000000000000000000e+00 1.400000000000000000e+02 2.297599941617206598e-01
0.000000000000000000e+00 1.420000000000000000e+02 2.307639607196839693e-01
0.000000000000000000e+00 1.440000000000000000e+02 2.318271426473642038e-01
0.000000000000000000e+00 1.460000000000000000e+02 2.329142702691417155e-01
0.000000000000000000e+00 1.480000000000000000e+02 2.339200922741335453e-01
0.000000000000000000e+00 1.500000000000000000e+02 2.347551914721485722e-01
0.000000000000000000e+00 1.520000000000000000e+02 2.354203122378114854e-01
0.000000000000000000e+00 1.540000000000000000e+02 2.360078652092676421e-01
0.000000000000000000e+00 1.560000000000000000e+02 2.366481209234219951e-01
0.000000000000000000e+00 1.580000000000000000e+02 2.374375277972098908e-01
0.000000000000000000e+00 1.600000000000000000e+02 2.383856823579985074e-01
0.000000000000000000e+00 1.620000000000000000e+02 2.394059350425830901e-01
0.000000000000000000e+00 1.640000000000000000e+02 2.403234539032624295e-01
0.000000000000000000e+00 1.660000000000000000e+02 2.408987231995269318e-01
0.000000000000000000e+00 1.680000000000000000e+02 2.408792651770274851e-01
0.000000000000000000e+00 1.700000000000000000e+02 2.400972220645658239e-01
0.000000000000000000e+00 1.720000000000000000e+02 2.386156326380347026e-01
0.000000000000000000e+00 1.740000000000000000e+02 2.369110402566396711e-01
0.000000000000000000e+00 1.760000000000000000e+02 2.360298170777466176e-01
0.000000000000000000e+00 1.780000000000000000e+02 2.376503483893028790e-01
0.000000000000000000e+00 1.800000000000000000e+02 2.439145506426423360e-01
0.000000000000000000e+00 1.820000000000000000e+02 2.568326630845972902e-01
0.000000000000000000e+00 1.840000000000000000e+02 2.772543573874822198e-01
0.000000000000000000e+00 1.860000000000000000e+02 3.037695553996775932e-01
2.000000000000000000e+00 0.000000000000000000e+00 3.524836578283467303e-01
2.000000000000000000e+00 2.000000000000000000e+00 3.851089758662321061e-01
2.000000000000000000e+00 4.000000000000000000e+00 4.084629496119243641e-01
2.000000000000000000e+00 6.000000000000000000e+00 4.211941392361758796e-01
2.000000000000000000e+00 8.000000000000000000e+00 4.247879385310967537e-01
2.000000000000000000e+00 1.000000000000000000e+01 4.221135765967323761e-01
2.000000000000000000e+00 1.200000000000000000e+01 4.161527692406096768e-01
2.000000000000000000e+00 1.400000000000000000e+01 4.092197709464893141e-01
2.000000000000000000e+00 1.600000000000000000e+01 4.026661196388026109e-01
2.000000000000000000e+00 1.800000000000000000e+01 3.969968220622090427e-01
2.000000000000000000e+00 2.000000000000000000e+01 3.921515441691408310e-01
2.000000000000000000e+00 2.200000000000000000e+01 3.877821098418408052e-01
2.000000000000000000e+00 2.400000000000000000e+01 3.834890279840369454e-01
2.000000000000000000e+00 2.600000000000000000e+01 3.789677774618042672e-01
2.000000000000000000e+00 2.800000000000000000e+01 3.740541761363458950e-01
2.000000000000000000e+00 3.000000000000000000e+01 3.687071479007322239e-01
