5.062453959999999963e+06 4.039314830000000075e+05 -3.221009999999999991e+02 -2.565102659999999868e-01
5.062510110000000335e+06 4.038902249999999767e+05 -3.212409999999999854e+02 -1.994124650000000110e-01
5.062494629999999888e+06 4.038937930000000051e+05 -3.213059999999999832e+02 -2.335804730000000107e-01
5.062499040000000037e+06 4.038816309999999939e+05 -3.211750000000000114e+02 -2.222800380000000131e-01
5.062516540000000037e+06 4.038768670000000275e+05 -3.206709999999999923e+02 -1.831137579999999876e-01
5.062463719999999739e+06 4.039008620000000228e+05 -3.216770000000000209e+02 -3.312361160000000249e-01
5.062482110000000335e+06 4.038897999999999884e+05 -3.211669999999999732e+02 -3.480996239999999964e-01
5.062504500000000000e+06 4.038688719999999739e+05 -3.204979999999999905e+02 -2.695449859999999864e-01
5.062519580000000075e+06 4.038568049999999930e+05 -3.196639999999999873e+02 -2.590715980000000140e-01
5.062441500000000000e+06 4.039051340000000200e+05 -3.216709999999999923e+02 -5.075491519999999479e-01
5.062490900000000373e+06 4.038647889999999898e+05 -3.202769999999999868e+02 -3.723703150000000073e-01
5.062468690000000410e+06 4.038800960000000196e+05 -3.211229999999999905e+02 -4.946460100000000248e-01
5.062457650000000373e+06 4.038843400000000256e+05 -3.212309999999999945e+02 -5.152765449999999747e-01
5.062449690000000410e+06 4.038781280000000261e+05 -3.210930000000000177e+02 -4.923972959999999843e-01
5.062528709999999963e+06 4.038409079999999958e+05 -3.195950000000000273e+02 -3.666038249999999943e-01
5.062471110000000335e+06 4.038715700000000070e+05 -3.207450000000000045e+02 -5.082246169999999896e-01
5.062510110000000335e+06 4.038528009999999776e+05 -3.194660000000000082e+02 -3.973182719999999724e-01
5.062518799999999814e+06 4.038318570000000182e+05 -3.192099999999999795e+02 -3.408300949999999996e-01
5.062511759999999776e+06 4.038460659999999916e+05 -3.196050000000000182e+02 -4.108548779999999789e-01
5.062529709999999963e+06 4.038322870000000112e+05 -3.195129999999999768e+02 -3.850331830000000011e-01
5.062534339999999851e+06 4.038207139999999781e+05 -3.187780000000000200e+02 -3.084116579999999774e-01
5.062522719999999739e+06 4.038210520000000251e+05 -3.189759999999999991e+02 -3.600350030000000201e-01
5.062301089999999851e+06 4.038692870000000112e+05 -3.169390000000000214e+02 -1.852955420000000075e-01
5.062523410000000149e+06 4.038142509999999893e+05 -3.183469999999999800e+02 -3.346517809999999815e-01
5.062322929999999702e+06 4.037810970000000088e+05 -3.154959999999999809e+02 -2.544033219999999873e-02
5.062481540000000037e+06 4.038401379999999772e+05 -3.196829999999999927e+02 -4.982952820000000060e-01
5.062295759999999776e+06 4.037891919999999809e+05 -3.153650000000000091e+02 -2.353981919999999922e-02
5.062337519999999553e+06 4.038978190000000177e+05 -3.180230000000000246e+02 -3.456613250000000193e-01
5.062321440000000410e+06 4.037968800000000047e+05 -3.159250000000000114e+02 -1.109813600000000011e-01
5.062508540000000037e+06 4.038036979999999749e+05 -3.177989999999999782e+02 -3.193122769999999777e-01
5.062474250000000000e+06 4.038507459999999846e+05 -3.200450000000000159e+02 -5.813576449999999785e-01
5.062492190000000410e+06 4.037856589999999851e+05 -3.171800000000000068e+02 -2.598271959999999825e-01
