5.062295000000000000e+06 4.037460000000000000e+05 -3.180000000000000000e+02 3.546742119773848012e-01
5.062295000000000000e+06 4.037480000000000000e+05 -3.180000000000000000e+02 3.955244656031155492e-01
5.062295000000000000e+06 4.037500000000000000e+05 -3.180000000000000000e+02 4.017245257300290362e-01
5.062295000000000000e+06 4.037520000000000000e+05 -3.180000000000000000e+02 3.969025602613531212e-01
5.062295000000000000e+06 4.037540000000000000e+05 -3.180000000000000000e+02 3.918985736051618929e-01
5.062295000000000000e+06 4.037560000000000000e+05 -3.180000000000000000e+02 3.877647897387232478e-01
5.062295000000000000e+06 4.037580000000000000e+05 -3.180000000000000000e+02 3.833549974070221134e-01
5.062295000000000000e+06 4.037600000000000000e+05 -3.180000000000000000e+02 3.799459840123938226e-01
5.062295000000000000e+06 4.037620000000000000e+05 -3.180000000000000000e+02 3.764842933606160624e-01
5.062295000000000000e+06 4.037640000000000000e+05 -3.180000000000000000e+02 3.721707701886275976e-01
5.062295000000000000e+06 4.037660000000000000e+05 -3.180000000000000000e+02 3.687092194442465054e-01
5.062295000000000000e+06 4.037680000000000000e+05 -3.180000000000000000e+02 3.651983235865662314e-01
5.062295000000000000e+06 4.037700000000000000e+05 -3.180000000000000000e+02 3.605655447751072717e-01
5.062295000000000000e+06 4.037720000000000000e+05 -3.180000000000000000e+02 3.556414614348903935e-01
5.062295000000000000e+06 4.037740000000000000e+05 -3.180000000000000000e+02 3.497134446379041028e-01
5.062295000000000000e+06 4.037760000000000000e+05 -3.180000000000000000e+02 3.435063030547053642e-01
5.062295000000000000e+06 4.037780000000000000e+05 -3.180000000000000000e+02 3.380172423580465879e-01
5.062295000000000000e+06 4.037800000000000000e+05 -3.180000000000000000e+02 3.330784689737345539e-01
5.062295000000000000e+06 4.037820000000000000e+05 -3.180000000000000000e+02 3.284460616259244903e-01
5.062295000000000000e+06 4.037840000000000000e+05 -3.180000000000000000e+02 3.233953666920040826e-01
5.062295000000000000e+06 4.037860000000000000e+05 -3.180000000000000000e+02 3.172797504015808512e-01
5.062295000000000000e+06 4.037880000000000000e+05 -3.180000000000000000e+02 3.096774885112185127e-01
5.062295000000000000e+06 4.037900000000000000e+05 -3.180000000000000000e+02 3.014974048063371881e-01
5.062295000000000000e+06 4.037920000000000000e+05 -3.180000000000000000e+02 2.931470841868970001e-01
5.062295000000000000e+06 4.037940000000000000e+05 -3.180000000000000000e+02 2.847730640633429067e-01
5.062295000000000000e+06 4.037960000000000000e+05 -3.180000000000000000e+02 2.763133356418529529e-01
5.062295000000000000e+06 4.037980000000000000e+05 -3.180000000000000000e+02 2.679146883157984549e-01
5.062295000000000000e+06 4.038000000000000000e+05 -3.180000000000000000e+02 2.595516916636717020e-01
5.062295000000000000e+06 4.038020000000000000e+05 -3.180000000000000000e+02 2.512207883730116498e-01
5.062295000000000000e+06 4.038040000000000000e+05 -3.180000000000000000e+02 2.427701023110323542e-01
5.062295000000000000e+06 4.038060000000000000e+05 -3.180000000000000000e+02 2.343875664465838726e-01
5.062295000000000000e+06 4.038080000000000000e+05 -3.180000000000000000e+02 2.264083644157552644e-01
5.062295000000000000e+06 4.038100000000000000e+05 -3.180000000000000000e+02 2.198186623891646985e-01
5.062295000000000000e+06 4.038120000000000000e+05 -3.180000000000000000e+02 2.144786942749271619e-01
5.062295000000000000e+06 4.038140000000000000e+05 -3.180000000000000000e+02 2.083747404591733687e-01
5.062295000000000000e+06 4.038160000000000000e+05 -3.180000000000000000e+02 2.024077488433540239e-01
5.062295000000000000e+06 4.038180000000000000e+05 -3.180000000000000000e+02 1.979391573446422081e-01
5.062295000000000000e+06 4.038200000000000000e+05 -3.180000000000000000e+02 1.932791875898637324e-01
5.062295000000000000e+06 4.038220000000000000e+05 -3.180000000000000000e+02 1.879046395095170796e-01
5.062295000000000000e+06 4.038240000000000000e+05 -3.180000000000000000e+02 1.815134565888333329e-01
5.062295000000000000e+06 4.038260000000000000e+05 -3.180000000000000000e+02 1.755834220880748697e-01
5.062295000000000000e+06 4.038280000000000000e+05 -3.180000000000000000e+02 1.704747552892395823e-01
5.062295000000000000e+06 4.038300000000000000e+05 -3.180000000000000000e+02 1.656653250013660206e-01
5.062295000000000000e+06 4.038320000000000000e+05 -3.180000000000000000e+02 1.609142126039431187e-01
5.062295000000000000e+06 4.038340000000000000e+05 -3.180000000000000000e+02 1.577830274444579073e-01
5.062295000000000000e+06 4.038360000000000000e+05 -3.180000000000000000e+02 1.548250128822833138e-01
5.062295000000000000e+06 4.038380000000000000e+05 -3.180000000000000000e+02 1.513904313051527006e-01
5.062295000000000000e+06 4.038400000000000000e+05 -3.180000000000000000e+02 1.503940769726792581e-01
5.062295000000000000e+06 4.038420000000000000e+05 -3.180000000000000000e+02 1.515816747931783282e-01
5.062295000000000000e+06 4.038440000000000000e+05 -3.180000000000000000e+02 1.539339852772820816e-01
5.062295000000000000e+06 4.038460000000000000e+05 -3.180000000000000000e+02 1.567579833007201329e-01
5.062295000000000000e+06 4.038480000000000000e+05 -3.180000000000000000e+02 1.597901861049413064e-01
5.062295000000000000e+06 4.038500000000000000e+05 -3.180000000000000000e+02 1.633534647591567135e-01
5.062295000000000000e+06 4.038520000000000000e+05 -3.180000000000000000e+02 1.676501963911405380e-01
5.062295000000000000e+06 4.038540000000000000e+05 -3.180000000000000000e+02 1.727052896196040188e-01
5.062295000000000000e+06 4.038560000000000000e+05 -3.180000000000000000e+02 1.786558907243981087e-01
5.062295000000000000e+06 4.038580000000000000e+05 -3.180000000000000000e+02 1.843181583571694704e-01
5.062295000000000000e+06 4.038600000000000000e+05 -3.180000000000000000e+02 1.904901071705877302e-01
5.062295000000000000e+06 4.038620000000000000e+05 -3.180000000000000000e+02 1.970288929322615290e-01
